Date,Time,Energy_consumption,Cost,Output
7/2/2010,12:00:00 PM,0.555,0.0666,Normal
7/2/2010,12:10:00 PM,0.71,0.0852,Normal
7/2/2010,12:20:00 PM,1.56664,0.1879968,Normal
7/2/2010,12:30:00 PM,1.05672,0.12680639999999999,Normal
7/2/2010,12:40:00 PM,0.77,0.0924,Normal
7/2/2010,12:50:00 PM,0.77,0.0924,Normal
7/2/2010,1:00:00 PM,1.8131,0.217572,Normal
7/2/2010,1:10:00 PM,0.77,0.0924,Normal
7/2/2010,1:20:00 PM,0.77,0.0924,Normal
7/2/2010,1:30:00 PM,1.4594200000000002,0.1751304,Normal
7/2/2010,1:40:00 PM,0.51368,0.06164159999999999,Normal
7/2/2010,1:50:00 PM,0.16,0.0192,Normal
7/2/2010,2:00:00 PM,0.5387,0.06464400000000001,Normal
7/2/2010,2:10:00 PM,1.01932,0.1223184,Normal
7/2/2010,2:20:00 PM,0.45,0.054000000000000006,Normal
7/2/2010,2:30:00 PM,0.7916,0.094992,Normal
7/2/2010,2:40:00 PM,1.53144,0.1837728,Normal
7/2/2010,2:50:00 PM,1.355,0.1626,Normal
7/2/2010,3:00:00 PM,1.15,0.138,Normal
7/2/2010,3:10:00 PM,2.0736,0.24883200000000003,Normal
7/2/2010,3:20:00 PM,0.8582498024611748,0.15233039999999998,Attack
7/2/2010,3:30:00 PM,0.7985404123872417,0.138,Attack
7/2/2010,3:40:00 PM,1.0657651563106705,0.20204160000000002,Attack
7/2/2010,3:50:00 PM,0.6919188426884042,0.1121256,Attack
7/2/2010,4:00:00 PM,0.3659808387711204,0.0336,Attack
7/2/2010,4:10:00 PM,0.6117546215839487,0.092172,Attack
7/2/2010,4:20:00 PM,0.869857480992461,0.1535856,Attack
7/2/2010,4:30:00 PM,0.4976303597993741,0.0636,Attack
7/2/2010,4:40:00 PM,0.540567816548912,0.0731328,Attack
7/2/2010,4:50:00 PM,0.9513580974322985,0.1708296,Attack
7/2/2010,5:00:00 PM,0.44878330438936237,0.0492,Attack
7/2/2010,5:10:00 PM,0.45347964718776956,0.0492,Attack
7/2/2010,5:20:00 PM,0.970177767932919,0.1719696,Attack
7/2/2010,5:30:00 PM,0.4992131271180829,0.0575952,Attack
7/2/2010,5:40:00 PM,0.405236440965889,0.0336,Attack
7/2/2010,5:50:00 PM,0.8348241604388142,0.1351704,Attack
7/2/2010,6:00:00 PM,0.5409189829078753,0.0630216,Attack
7/2/2010,6:10:00 PM,0.46784038806527395,0.0438,Attack
7/2/2010,6:20:00 PM,0.6317051902482971,0.081384,Attack
7/2/2010,6:30:00 PM,1.3676780999083467,0.25622399999999995,Attack
7/2/2010,6:40:00 PM,0.9527122875105053,0.1548,Attack
7/2/2010,6:50:00 PM,0.9179599436856604,0.1446,Attack
7/2/2010,7:00:00 PM,0.833272829978739,0.1224,Attack
7/2/2010,7:10:00 PM,1.2822028150431986,0.228264,Attack
7/2/2010,7:20:00 PM,0.9214023916235059,0.1398,Attack
7/2/2010,7:30:00 PM,0.6716251701439215,0.078,Attack
7/2/2010,7:40:00 PM,0.6792263451834666,0.078,Attack
7/2/2010,7:50:00 PM,0.716663131563595,0.0852,Attack
7/2/2010,8:00:00 PM,0.6049451672066719,0.056652,Attack
7/2/2010,8:10:00 PM,1.009584880339897,0.152088,Attack
7/2/2010,8:20:00 PM,0.6950978190210547,0.075,Attack
7/2/2010,8:30:00 PM,0.6290029413489697,0.0576,Attack
7/2/2010,8:40:00 PM,0.6650728650931542,0.0648,Attack
7/2/2010,8:50:00 PM,0.6707840758339356,0.0648,Attack
7/2/2010,9:00:00 PM,0.7486170930456316,0.0822,Attack
7/2/2010,9:10:00 PM,0.7235565938824183,0.075,Attack
7/2/2010,9:20:00 PM,0.6555914947377033,0.0576,Attack
7/2/2010,9:30:00 PM,0.5997149909448634,0.0432,Attack
7/2/2010,9:40:00 PM,0.6034245552685467,0.0432,Attack
7/2/2010,9:50:00 PM,0.6067218961025382,0.0432,Attack
7/2/2010,10:00:00 PM,0.6096128765418389,0.0432,Attack
7/2/2010,10:10:00 PM,0.684607395733196,0.0606,Attack
7/2/2010,10:20:00 PM,0.6142192341299535,0.0432,Attack
7/2/2010,10:30:00 PM,0.6159658644839994,0.0432,Attack
7/2/2010,10:40:00 PM,0.6173682305988191,0.0432,Attack
7/2/2010,10:50:00 PM,0.6909504960448002,0.0606,Attack
7/2/2010,11:00:00 PM,0.6192397651993264,0.0432,Attack
7/2/2010,11:10:00 PM,0.5297657791208771,0.0216,Attack
7/2/2010,11:20:00 PM,0.5000605888982512,0.0144,Attack
7/2/2010,11:30:00 PM,0.46315820923244233,0.005520000000000001,Attack
7/2/2010,11:40:00 PM,0.4630942551106377,0.005520000000000001,Attack
7/2/2010,11:50:00 PM,0.535405564518316,0.02292,Attack
7/3/2010,12:00:00 AM,0.191,0.02292,Normal
7/3/2010,12:10:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,12:20:00 AM,0.191,0.02292,Normal
7/3/2010,12:30:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,12:40:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,12:50:00 AM,0.191,0.02292,Normal
7/3/2010,1:00:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,1:10:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,1:20:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,1:30:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,1:40:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,1:50:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,2:00:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,2:10:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,2:20:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,2:30:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,2:40:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,2:50:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,3:00:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,3:10:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,3:20:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,3:30:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,3:40:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,3:50:00 AM,0.12,0.0144,Normal
7/3/2010,4:00:00 AM,0.12,0.0144,Normal
7/3/2010,4:10:00 AM,0.12,0.0144,Normal
7/3/2010,4:20:00 AM,0.265,0.0318,Normal
7/3/2010,4:30:00 AM,0.191,0.02292,Normal
7/3/2010,4:40:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,4:50:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,5:00:00 AM,0.191,0.02292,Normal
7/3/2010,5:10:00 AM,0.191,0.02292,Normal
7/3/2010,5:20:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,5:30:00 AM,0.046,0.005520000000000001,Normal
7/3/2010,5:40:00 AM,0.191,0.02292,Normal
7/3/2010,5:50:00 AM,0.1,0.012,Normal
7/3/2010,6:00:00 AM,0.1,0.012,Normal
7/3/2010,6:10:00 AM,0.1,0.012,Normal
7/3/2010,6:20:00 AM,0.1,0.012,Normal
7/3/2010,6:30:00 AM,0.1,0.012,Normal
7/3/2010,6:40:00 AM,0.1,0.012,Normal
7/3/2010,6:50:00 AM,0.16,0.0192,Normal
7/3/2010,7:00:00 AM,0.16,0.0192,Normal
7/3/2010,7:10:00 AM,0.16,0.0192,Normal
7/3/2010,7:20:00 AM,0.305,0.0366,Normal
7/3/2010,7:30:00 AM,0.16,0.0192,Normal
7/3/2010,7:40:00 AM,0.16,0.0192,Normal
7/3/2010,7:50:00 AM,0.16,0.0192,Normal
7/3/2010,8:00:00 AM,0.16,0.0448,Normal
7/3/2010,8:10:00 AM,0.595,0.1666,Normal
7/3/2010,8:20:00 AM,0.1,0.027999999999999997,Normal
7/3/2010,8:30:00 AM,0.1,0.027999999999999997,Normal
